page,origin,inherited,line,element,name,type,handler,destination,disabled
"MachineryDetail.jsx","src\components\listings\ContactButtons.jsx","true","227","Button","`Contact ${recipientLabel} about ${listing.title}`","button","","",""
"MachineryDetail.jsx","src\components\listings\ContactButtons.jsx","true","250","button","{label} {description}","button","onClick","",""
"MachineryDetail.jsx","src\components\listings\ContactButtons.jsx","true","267","AlertDialog","{actionCopy.title} {actionCopy.description} Cancel 'Opening…' actionCopy.confirm","","","",""
"MachineryDetail.jsx","src\components\listings\MessageDialog.jsx","true","51","Dialog","Message seller About {listing.title} Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","","",""
"MachineryDetail.jsx","src\components\listings\MessageDialog.jsx","true","55","form","Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","submitMessage","",""
"MachineryDetail.jsx","src\components\listings\MessageDialog.jsx","true","56","Textarea","`Hi, I'm interested in this ${type === 'property' ? 'property' : type === 'car' ? 'vehicle' : 'equipment'}. Is it still available?`","","(event) => setMessage(event.target.value)","",""
"MachineryDetail.jsx","src\components\listings\MessageDialog.jsx","true","59","Button","'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","button","submitMessage","","mutation.isPending"
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","194","button","`Expand photo ${current + 1} of ${images.length}`","button","() => setLightboxOpen(true)","",""
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","237","button","Photos","button","showPhotos","",""
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","251","button","requestedTour ? ""Play Peek"" : tourActionLabel","button","openTour","",""
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","294","button","`Show photo ${index + 1}`","button","() => {
                setCurrent(index);
                setImageFailed(false);
              }","",""
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","331","button","label","button","onClick","",""
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","347","button","label","button","(event) => {
        event.stopPropagation();
        onClick?.();
      }","","disabled"
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","465","button","Play Peek","button","(event) => {
                  event.stopPropagation();
                  togglePlayback();
                }","",""
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","513","button","paused ? ""Play Peek"" : ""Pause Peek""","button","togglePlayback","",""
"MachineryDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","554","Button","Retry playback","button","onRetry","",""
"MachineryDetail.jsx","src\components\ui\image-lightbox.jsx","true","63","Dialog","","","","",""
"MachineryDetail.jsx","src\components\ui\image-lightbox.jsx","true","124","button","label","button","onClick","",""
"MachineryDetail.jsx","src\components\tours\TourReportAction.jsx","true","23","button","Report Peek","button","open","",""
"MachineryDetail.jsx","src\components\tours\TourReportDialog.jsx","true","42","Dialog","Report Peek Report only the video attached to {title} . The parent listing remains a separate moderation target. Reason Details (optional) {description.length} /2000 'Submitting…' 'Submit Peek report'","","","",""
"MachineryDetail.jsx","src\components\tours\TourReportDialog.jsx","true","50","Select","","","setReason","","mutation.isPending"
"MachineryDetail.jsx","src\components\tours\TourReportDialog.jsx","true","51","SelectTrigger","","","","",""
"MachineryDetail.jsx","src\components\tours\TourReportDialog.jsx","true","57","Textarea","Describe what is wrong with the video. Do not include private information.","","(event) => setDescription(event.target.value)","","mutation.isPending"
"MachineryDetail.jsx","src\components\tours\TourReportDialog.jsx","true","68","Button","'Submitting…' 'Submit Peek report'","button","() => mutation.mutate()","","mutation.isPending"
"MachineryDetail.jsx","src\components\listings\ListingMediaActions.jsx","true","38","button","label","button","onClick","","disabled"
"MachineryDetail.jsx","src\components\listings\ListingDetailActions.jsx","true","23","button","Go back","button","onBack","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","128","button","Go back","button","() => goBackOrHome(navigate, '/')","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","132","Button","New","","","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","133","Link","New","","","/post",""
"MyListings.jsx","src\pages\MyListings.jsx","false","144","Button","Try again","button","() => refetch()","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","152","Button","Create Listing","","","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","153","Link","Create Listing","","","/post",""
"MyListings.jsx","src\pages\MyListings.jsx","false","233","Button","<><Loader2 className=""h-4 w-4 animate-spin"" aria-hidden=""true"" /> Loading</> 'Load more listings'","button","() => fetchNextPage()","","isFetchingNextPage"
"MyListings.jsx","src\pages\MyListings.jsx","false","250","AlertDialog","Delete this listing? `""${deleteCandidate.title}"" will be permanently deleted. This cannot be undone.` 'This listing will be permanently deleted.' Cancel <><Loader2 className=""h-4 w-4 animate-spin"" aria-hidden=""true"" />Deleting</> 'Delete listing'","","","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","300","Link","","","","link",""
"MyListings.jsx","src\pages\MyListings.jsx","false","310","Link","{listing.title}","","","link",""
"MyListings.jsx","src\pages\MyListings.jsx","false","314","DropdownMenuTrigger","`Listing actions for ${listing.title}`","","","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","353","button","Renew Listing","button","onRenew","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","363","button","Edit","button","onEdit","",""
"MyListings.jsx","src\pages\MyListings.jsx","false","371","button","Publish","button","onPublish","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","175","Dialog","Edit listing Title Price Description Listing images ""Existing legacy images are preserved until their source objects are migrated."" ""Keep at least 1 image · JPG, PNG, or WebP · 5 MB each · up to 20."" Contact phone WhatsApp Contact email Leave blank to use your account email for one-click email enquiries. Save changes","","","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","183","Input","","","set(""title"")","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","187","Input","","number","set(""price"")","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","196","Textarea","","","set(""description"")","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","209","button","<><Loader2 className=""h-6 w-6 animate-spin text-primary"" /><span className=""mt-2 text-sm"">Validating and uploading…</span></> <><Camera className=""h-7 w-7 text-muted-foreground"" /><span className=""mt-2 text-sm font-semibold"">Add listing images</span></>","button","() => imageInputRef.current?.click()","","uploading || saving || media.length >= 20"
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","220","Button","`Remove listing image ${index + 1}`","button","() => removeImage(item)","","saving"
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","235","Input","+263...","tel","set(""contact_phone"")","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","239","Input","+263...","tel","set(""contact_whatsapp"")","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","243","Input","you@example.com","email","set(""contact_email"")","",""
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","248","Button","Save changes","","() => save(false)","","saving || uploading || tourBusy"
"MyListings.jsx","src\components\listings\EditListingDialog.jsx","true","257","Button","""Saving…"" ""Save and submit for review""","","() => save(true)","","saving || uploading || tourBusy"
"MyListings.jsx","src\components\tours\TourManagementPanel.jsx","true","143","Button","Try again","button","() => query.refetch()","",""
"MyListings.jsx","src\components\tours\TourManagementPanel.jsx","true","157","Button","Remove","button","() => remove(current)","","busy"
"MyListings.jsx","src\components\tours\TourManagementPanel.jsx","true","181","Button","Cancel this version","button","() => remove(pending)","","busy"
"MyListings.jsx","src\components\tours\TourManagementPanel.jsx","true","206","AlertDialog","'Remove the public Peek?' 'Remove this Peek version?' `The Peek will be removed from this ${parentType}. The ${parentType} and its photos will remain.` 'The unfinished or replacement Peek version will be cancelled and removed.' Cancel <><Loader2 className=""h-4 w-4 animate-spin"" aria-hidden=""true"" />Removing</> 'Remove Peek'","","","",""
"MyListings.jsx","src\components\tours\TourUploader.jsx","true","215","Button","Record","button","openCamera","","disabled || selecting"
"MyListings.jsx","src\components\tours\TourUploader.jsx","true","216","Button","Upload","button","() => uploadInputRef.current?.click()","","disabled || selecting"
"MyListings.jsx","src\components\tours\TourUploader.jsx","true","217","Button","Skip","button","onSkip","","disabled || selecting"
"MyListings.jsx","src\components\tours\TourUploader.jsx","true","232","Button","Remove","button","clear","","disabled"
"MyListings.jsx","src\components\tours\TourUploader.jsx","true","242","Button","<><RotateCcw />Try upload again</> <><Upload />{isResponse ? 'Upload Response Peek' : 'Upload Peek'}</>","button","upload","","disabled || selecting"
"MyListings.jsx","src\components\permissions\CameraPermissionDialog.jsx","true","15","AlertDialog","Use your camera to record a Peek? PeekaListing will open your device camera so you can record the Peek you chose to add. Your browser or operating system may ask for camera and microphone access. Recording stays on your device until you review it and explicitly upload it. PeekaListing does not start the camera in the background. Microphone access is used only for the video’s audio. You can cancel the camera without selecting or uploading anything. Not now Continue to camera","","","",""
"MyListings.jsx","src\components\tours\TourFailureState.jsx","true","19","Button","'Queuing...' 'Retry processing'","button","onRetry","","retrying || removing"
"MyListings.jsx","src\components\tours\TourFailureState.jsx","true","20","Button","'Removing...' rejected ? 'Remove unavailable Peek' : 'Discard this version'","button","onRemove","","retrying || removing"
"MyListings.jsx","src\components\location\LocationSelector.jsx","true","36","Select","","","onChange","","disabled || isError"
"MyListings.jsx","src\components\location\LocationSelector.jsx","true","37","SelectTrigger","","","","",""
"MyListings.jsx","src\components\location\LocationSelector.jsx","true","51","button","Retry","button","() => refetch()","",""
"MyListings.jsx","src\components\location\LocationSelector.jsx","true","180","button","<Loader2 className=""h-4 w-4 animate-spin"" /> <LocateFixed className=""h-4 w-4"" /> 'Matching your nearest place…' 'Use my current location'","button","() => setPermissionOpen(true)","","locating"
"MyListings.jsx","src\components\location\LocationSelector.jsx","true","196","Select","","","handleCountrySelect","","countriesQuery.isLoading || countriesQuery.isError || locating"
"MyListings.jsx","src\components\location\LocationSelector.jsx","true","197","SelectTrigger","","","","",""
"MyListings.jsx","src\components\location\LocationSelector.jsx","true","210","Select","","","handleStateSelect","","!country || statesQuery.isLoading || statesQuery.isError || locating"
